playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478009,2025,Ilya Sorokin,NYI,G,5on5,55,158934.0,120.51,101.0,2548.0,92.99,177.0,336.69,214.0,1362.13,1188.0,44.29,4.0,723.58,684.0,532.65,674.0,115.41,1361.0,367.0,124.0,42.13,45.65,32.73,48.0,43.0,10.0,696.0,2.0,1.0
8478009,2025,Ilya Sorokin,NYI,G,4on5,55,13435.0,30.59,24.0,397.0,24.07,49.0,50.6,30.0,235.39,221.0,1.49,0.0,127.23,118.0,66.47,85.0,26.95,194.0,63.0,50.0,5.8,7.73,17.07,7.0,5.0,12.0,90.0,0.0,0.0
8478009,2025,Ilya Sorokin,NYI,G,5on4,55,15767.0,3.72,6.0,57.0,1.84,2.0,5.33,1.0,38.79,43.0,8.14,0.0,11.38,8.0,26.54,33.0,3.65,33.0,10.0,7.0,0.82,1.19,1.71,2.0,4.0,0.0,7.0,0.0,0.0
8481611,2025,Pyotr Kochetkov,CAR,G,other,9,545.0,0.88,0.0,17.0,0.63,2.0,2.63,3.0,8.8,4.0,0.16,0.0,4.87,4.0,2.6,3.0,0.73,7.0,4.0,1.0,0.14,0.49,0.24,0.0,0.0,0.0,5.0,0.0,0.0
8481611,2025,Pyotr Kochetkov,CAR,G,all,9,29409.0,18.97,19.0,368.0,13.69,25.0,48.58,43.0,202.59,189.0,9.98,2.0,109.16,85.0,80.64,106.0,18.14,204.0,55.0,19.0,5.89,6.71,6.37,3.0,10.0,6.0,90.0,0.0,0.0
8481611,2025,Pyotr Kochetkov,CAR,G,5on5,9,24727.0,12.81,15.0,288.0,10.39,19.0,38.95,36.0,158.62,146.0,8.31,2.0,86.33,64.0,64.2,84.0,12.42,171.0,35.0,12.0,4.88,4.34,3.59,3.0,8.0,4.0,70.0,0.0,0.0
8481611,2025,Pyotr Kochetkov,CAR,G,4on5,9,1936.0,4.05,3.0,47.0,2.1,4.0,4.92,4.0,24.1,27.0,0.19,0.0,14.0,15.0,7.08,7.0,3.77,17.0,11.0,5.0,0.53,1.28,2.24,0.0,1.0,2.0,14.0,0.0,0.0
8481611,2025,Pyotr Kochetkov,CAR,G,5on4,9,2201.0,1.04,1.0,12.0,0.46,0.0,1.61,0.0,8.74,11.0,1.16,0.0,3.02,1.0,5.55,10.0,1.03,7.0,4.0,1.0,0.26,0.48,0.29,0.0,1.0,0.0,0.0,0.0,0.0
8479292,2025,Charlie Lindgren,WSH,G,other,21,2347.0,4.98,6.0,61.0,2.51,2.0,6.79,7.0,34.86,32.0,1.11,0.0,18.96,18.0,10.66,12.0,4.48,27.0,12.0,6.0,1.17,1.69,2.12,2.0,3.0,1.0,16.0,0.0,0.0
8479292,2025,Charlie Lindgren,WSH,G,all,21,74762.0,67.71,73.0,1267.0,46.51,59.0,157.91,127.0,674.33,602.0,22.29,0.0,366.42,333.0,258.11,327.0,63.76,647.0,211.0,62.0,21.1,25.15,21.46,27.0,26.0,20.0,347.0,8.0,4.0
8479292,2025,Charlie Lindgren,WSH,G,5on5,21,59756.0,41.83,46.0,968.0,32.22,39.0,122.86,98.0,497.0,441.0,18.33,0.0,268.16,249.0,197.34,247.0,40.57,512.0,132.0,36.0,15.8,15.73,10.3,19.0,18.0,9.0,288.0,8.0,4.0
8479292,2025,Charlie Lindgren,WSH,G,4on5,21,6890.0,18.6,19.0,206.0,10.65,18.0,25.09,20.0,122.78,106.0,0.38,0.0,71.85,62.0,37.79,49.0,16.45,95.0,54.0,19.0,3.62,6.21,8.77,5.0,4.0,10.0,38.0,0.0,0.0
8479292,2025,Charlie Lindgren,WSH,G,5on4,21,5769.0,1.68,1.0,24.0,0.84,0.0,2.13,0.0,15.21,17.0,2.46,0.0,5.03,2.0,10.84,18.0,1.68,10.0,10.0,1.0,0.29,1.13,0.26,0.0,1.0,0.0,3.0,0.0,0.0
8478406,2025,Mackenzie Blackwood,COL,G,other,38,3049.0,4.96,2.0,82.0,3.31,7.0,10.11,3.0,41.12,34.0,1.39,0.0,26.11,29.0,10.9,16.0,3.73,39.0,12.0,6.0,1.43,1.31,2.22,1.0,0.0,1.0,25.0,0.0,0.0
8478406,2025,Mackenzie Blackwood,COL,G,all,38,129340.0,98.3,90.0,1915.0,75.18,141.0,260.54,192.0,1063.85,933.0,43.73,0.0,567.45,501.0,404.25,516.0,92.02,1077.0,263.0,103.0,31.5,33.0,33.79,35.0,30.0,25.0,472.0,0.0,0.0
8478406,2025,Mackenzie Blackwood,COL,G,5on5,38,105984.0,70.4,62.0,1518.0,55.32,107.0,210.99,159.0,837.35,727.0,35.75,0.0,445.38,389.0,328.64,420.0,66.75,862.0,214.0,64.0,24.75,27.4,18.25,25.0,26.0,11.0,378.0,0.0,0.0
8478406,2025,Mackenzie Blackwood,COL,G,4on5,38,10684.0,19.89,20.0,269.0,14.9,25.0,33.96,28.0,152.78,135.0,1.07,0.0,85.47,79.0,43.43,51.0,18.52,143.0,29.0,31.0,4.11,3.15,12.63,5.0,2.0,13.0,66.0,0.0,0.0
8478406,2025,Mackenzie Blackwood,COL,G,5on4,38,9623.0,2.78,4.0,42.0,1.45,2.0,4.95,2.0,29.58,33.0,5.47,0.0,9.1,4.0,19.76,27.0,2.76,30.0,7.0,2.0,1.04,1.06,0.69,2.0,2.0,0.0,3.0,0.0,0.0
8482761,2025,Carl Lindbom,VGK,G,other,8,715.0,0.84,2.0,20.0,0.97,0.0,2.34,4.0,12.35,10.0,0.14,0.0,6.77,4.0,4.7,6.0,0.83,12.0,4.0,0.0,0.4,0.43,0.0,0.0,2.0,0.0,4.0,0.0,0.0
8482761,2025,Carl Lindbom,VGK,G,all,8,28840.0,19.84,24.0,430.0,15.72,21.0,54.69,41.0,225.19,189.0,7.63,0.0,121.22,110.0,85.78,109.0,19.25,236.0,51.0,18.0,7.57,6.09,6.17,9.0,7.0,8.0,125.0,0.0,0.0
8482761,2025,Carl Lindbom,VGK,G,5on5,8,23134.0,13.29,18.0,322.0,10.79,17.0,41.74,27.0,165.59,138.0,6.0,0.0,88.35,83.0,65.06,80.0,12.89,177.0,36.0,12.0,5.59,4.25,3.44,9.0,5.0,4.0,97.0,0.0,0.0
8482761,2025,Carl Lindbom,VGK,G,4on5,8,2504.0,5.19,4.0,80.0,3.67,4.0,9.79,10.0,42.07,37.0,0.09,0.0,24.59,23.0,12.29,16.0,5.02,42.0,9.0,6.0,1.42,1.05,2.73,0.0,0.0,4.0,23.0,0.0,0.0
8482761,2025,Carl Lindbom,VGK,G,5on4,8,2487.0,0.52,0.0,8.0,0.29,0.0,0.82,0.0,5.18,4.0,1.4,0.0,1.5,0.0,3.72,7.0,0.51,5.0,2.0,0.0,0.16,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8476341,2025,Anton Forsberg,LAK,G,other,36,3857.0,9.07,11.0,140.0,6.35,4.0,15.15,18.0,74.99,69.0,1.04,0.0,42.16,39.0,24.65,28.0,8.03,60.0,30.0,10.0,2.19,3.75,3.13,3.0,6.0,2.0,40.0,0.0,0.0
8476341,2025,Anton Forsberg,LAK,G,all,36,121926.0,96.41,87.0,2023.0,73.86,121.0,260.04,227.0,1068.68,954.0,33.66,2.0,573.43,507.0,423.06,521.0,90.49,1085.0,295.0,83.0,32.0,36.67,27.74,34.0,37.0,16.0,560.0,4.0,2.0
8476341,2025,Anton Forsberg,LAK,G,5on5,36,102188.0,65.37,55.0,1648.0,55.78,93.0,214.99,170.0,846.79,746.0,27.24,1.0,459.3,425.0,343.96,425.0,63.31,908.0,216.0,44.0,25.99,27.18,12.2,28.0,23.0,4.0,480.0,4.0,2.0
8476341,2025,Anton Forsberg,LAK,G,4on5,36,8125.0,18.81,19.0,192.0,10.24,18.0,25.18,35.0,116.19,111.0,0.86,0.0,62.17,37.0,33.63,45.0,16.09,89.0,40.0,25.0,2.99,4.52,11.31,2.0,7.0,10.0,38.0,0.0,0.0
8476341,2025,Anton Forsberg,LAK,G,5on4,36,7756.0,3.07,2.0,41.0,1.42,6.0,4.4,4.0,29.21,27.0,4.35,1.0,9.18,5.0,19.97,22.0,2.99,26.0,9.0,4.0,0.74,1.23,1.1,1.0,1.0,0.0,2.0,0.0,0.0
8480280,2025,Jeremy Swayman,BOS,G,other,55,6403.0,20.82,14.0,247.0,11.22,17.0,28.34,24.0,140.7,124.0,2.38,1.0,81.35,83.0,38.84,48.0,18.24,97.0,67.0,22.0,4.08,8.26,8.48,3.0,4.0,7.0,61.0,0.0,0.0
8480280,2025,Jeremy Swayman,BOS,G,all,55,194117.0,174.78,146.0,3327.0,126.34,209.0,436.25,396.0,1794.53,1572.0,57.81,3.0,953.44,865.0,675.83,808.0,164.8,1732.0,511.0,186.0,52.23,64.2,58.35,54.0,52.0,40.0,898.0,11.0,4.0
8480280,2025,Jeremy Swayman,BOS,G,5on5,55,156151.0,115.08,86.0,2556.0,88.29,158.0,341.79,311.0,1331.96,1139.0,45.19,1.0,702.47,637.0,519.18,616.0,110.05,1343.0,355.0,115.0,39.82,44.92,30.34,41.0,35.0,10.0,743.0,2.0,1.0
8480280,2025,Jeremy Swayman,BOS,G,4on5,55,17090.0,32.92,38.0,443.0,23.74,31.0,57.59,55.0,266.72,247.0,1.35,0.0,150.71,130.0,81.24,101.0,30.64,244.0,70.0,41.0,6.9,8.62,17.39,10.0,10.0,18.0,88.0,9.0,3.0
8480280,2025,Jeremy Swayman,BOS,G,5on4,55,14473.0,5.09,7.0,73.0,2.65,2.0,7.53,6.0,49.71,56.0,8.65,1.0,16.49,15.0,34.46,38.0,5.02,45.0,16.0,7.0,1.24,2.02,1.83,0.0,3.0,4.0,5.0,0.0,0.0
8476412,2025,Jordan Binnington,STL,G,other,41,2332.0,7.84,6.0,93.0,4.05,6.0,10.01,7.0,51.6,49.0,0.31,0.0,31.0,30.0,14.33,19.0,6.77,40.0,19.0,10.0,1.63,2.37,3.84,1.0,4.0,1.0,24.0,0.0,0.0
8476412,2025,Jordan Binnington,STL,G,all,41,138468.0,105.61,128.0,2028.0,74.78,126.0,265.61,182.0,1097.38,1010.0,34.52,1.0,582.54,536.0,422.62,513.0,100.49,1079.0,289.0,121.0,32.16,36.02,37.43,49.0,43.0,36.0,539.0,4.0,2.0
8476412,2025,Jordan Binnington,STL,G,5on5,41,116764.0,76.28,92.0,1663.0,58.39,102.0,224.95,165.0,889.5,815.0,29.15,1.0,468.16,433.0,348.32,412.0,73.15,907.0,216.0,84.0,26.64,27.31,22.33,43.0,30.0,19.0,456.0,2.0,1.0
8476412,2025,Jordan Binnington,STL,G,4on5,41,8578.0,17.91,26.0,221.0,10.34,17.0,25.34,9.0,122.61,109.0,0.57,0.0,71.25,62.0,38.09,53.0,17.1,103.0,41.0,23.0,2.96,4.75,10.2,4.0,7.0,15.0,54.0,2.0,1.0
8476412,2025,Jordan Binnington,STL,G,5on4,41,10794.0,2.33,1.0,39.0,1.43,1.0,3.85,0.0,25.17,28.0,4.25,0.0,8.7,7.0,17.85,26.0,2.31,24.0,9.0,2.0,0.74,1.13,0.45,0.0,1.0,0.0,4.0,0.0,0.0
8481544,2025,Mads Sogaard,OTT,G,other,2,68.0,0.22,1.0,4.0,0.37,1.0,0.55,1.0,2.96,4.0,0.0,0.0,1.9,1.0,0.84,0.0,0.22,3.0,1.0,0.0,0.07,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8481544,2025,Mads Sogaard,OTT,G,all,2,4645.0,3.39,6.0,73.0,2.59,3.0,8.94,9.0,35.56,36.0,1.56,1.0,19.66,15.0,13.04,15.0,3.2,35.0,10.0,4.0,0.88,1.33,1.19,3.0,3.0,0.0,24.0,0.0,0.0
8481544,2025,Mads Sogaard,OTT,G,5on5,2,4193.0,2.36,4.0,62.0,1.85,2.0,7.63,8.0,28.44,28.0,1.44,0.0,15.2,13.0,10.86,11.0,2.19,29.0,7.0,3.0,0.74,0.92,0.69,3.0,1.0,0.0,23.0,0.0,0.0
8481544,2025,Mads Sogaard,OTT,G,4on5,2,264.0,0.81,1.0,7.0,0.37,0.0,0.76,0.0,4.17,4.0,0.0,0.0,2.56,1.0,1.34,4.0,0.79,3.0,2.0,1.0,0.07,0.25,0.49,0.0,1.0,0.0,1.0,0.0,0.0
8481544,2025,Mads Sogaard,OTT,G,5on4,2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476945,2025,Connor Hellebuyck,WPG,G,other,57,8217.0,15.19,14.0,157.0,7.43,16.0,17.73,7.0,88.35,77.0,1.39,0.0,48.92,47.0,25.56,34.0,12.37,65.0,32.0,21.0,2.29,3.97,8.94,5.0,4.0,5.0,39.0,0.0,0.0
8476945,2025,Connor Hellebuyck,WPG,G,all,57,204087.0,167.54,162.0,3193.0,124.03,219.0,416.87,313.0,1726.73,1547.0,55.47,4.0,930.52,867.0,664.81,802.0,156.87,1723.0,447.0,194.0,52.6,54.33,60.61,71.0,52.0,39.0,829.0,4.0,2.0
8476945,2025,Connor Hellebuyck,WPG,G,5on5,57,167107.0,114.31,114.0,2515.0,91.55,161.0,338.26,254.0,1343.75,1214.0,44.08,3.0,723.89,694.0,533.78,625.0,110.01,1403.0,325.0,121.0,42.21,40.04,32.05,56.0,42.0,16.0,666.0,4.0,2.0
8476945,2025,Connor Hellebuyck,WPG,G,4on5,57,13952.0,29.37,26.0,403.0,20.58,34.0,46.85,47.0,219.85,184.0,1.47,0.0,126.98,104.0,66.72,87.0,26.23,194.0,66.0,38.0,6.06,7.65,15.66,8.0,2.0,16.0,105.0,0.0,0.0
8476945,2025,Connor Hellebuyck,WPG,G,5on4,57,14811.0,3.54,2.0,44.0,1.67,4.0,4.35,2.0,30.86,34.0,7.39,1.0,9.68,7.0,20.84,26.0,3.32,24.0,9.0,8.0,0.54,0.93,2.06,0.0,2.0,0.0,3.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,other,25,3054.0,8.1,10.0,91.0,3.48,3.0,9.2,8.0,49.14,47.0,1.49,0.0,27.35,25.0,15.22,19.0,7.34,33.0,22.0,10.0,1.59,2.47,4.04,1.0,4.0,5.0,26.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,all,25,85092.0,76.08,81.0,1380.0,50.81,91.0,170.94,136.0,723.17,635.0,22.64,0.0,378.01,353.0,267.08,305.0,70.19,665.0,213.0,89.0,20.47,25.8,29.82,32.0,25.0,24.0,413.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,5on5,25,67330.0,47.31,53.0,1049.0,35.23,65.0,134.1,102.0,536.77,467.0,16.59,0.0,279.62,269.0,206.95,231.0,44.62,525.0,150.0,46.0,16.21,18.41,12.69,27.0,17.0,9.0,328.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,4on5,25,6882.0,19.45,17.0,217.0,11.47,23.0,25.65,24.0,123.79,108.0,0.6,0.0,66.87,57.0,35.38,42.0,17.0,93.0,39.0,31.0,2.29,4.65,12.52,4.0,4.0,9.0,54.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,5on4,25,7826.0,1.23,1.0,23.0,0.63,0.0,1.99,2.0,13.46,13.0,3.97,0.0,4.17,2.0,9.54,13.0,1.23,14.0,2.0,2.0,0.39,0.26,0.57,0.0,0.0,1.0,5.0,0.0,0.0
8475311,2025,Darcy Kuemper,LAK,G,other,50,4039.0,11.3,12.0,151.0,6.98,6.0,19.24,15.0,92.31,84.0,2.07,1.0,52.14,52.0,32.25,40.0,9.68,69.0,46.0,10.0,2.85,5.54,2.92,3.0,6.0,3.0,26.0,0.0,0.0
8475311,2025,Darcy Kuemper,LAK,G,all,50,173279.0,128.23,134.0,2615.0,97.36,142.0,331.87,270.0,1382.32,1234.0,53.19,4.0,738.02,647.0,537.47,684.0,121.46,1381.0,380.0,119.0,42.24,46.26,39.73,55.0,46.0,33.0,735.0,6.0,4.0
8475311,2025,Darcy Kuemper,LAK,G,5on5,50,142948.0,85.07,83.0,2082.0,70.35,105.0,264.13,216.0,1055.09,929.0,42.61,3.0,567.1,509.0,422.38,529.0,82.29,1111.0,262.0,72.0,33.57,32.21,19.29,45.0,28.0,10.0,637.0,6.0,3.0
8475311,2025,Darcy Kuemper,LAK,G,4on5,50,13203.0,27.06,33.0,309.0,17.38,30.0,40.79,30.0,186.64,175.0,1.22,0.0,101.41,76.0,52.81,77.0,24.96,158.0,55.0,33.0,4.05,6.61,16.4,5.0,9.0,19.0,63.0,0.0,0.0
8475311,2025,Darcy Kuemper,LAK,G,5on4,50,13089.0,3.3,4.0,57.0,1.8,1.0,5.72,5.0,36.92,35.0,7.11,0.0,11.63,6.0,25.47,33.0,3.27,36.0,10.0,3.0,1.32,1.08,0.91,1.0,2.0,1.0,8.0,0.0,1.0
8475852,2025,Petr Mrazek,ANA,G,other,10,393.0,0.76,2.0,12.0,0.54,0.0,1.16,1.0,6.8,7.0,0.19,0.0,3.73,2.0,2.61,4.0,0.76,6.0,3.0,0.0,0.35,0.41,0.0,1.0,1.0,0.0,3.0,0.0,0.0
8475852,2025,Petr Mrazek,ANA,G,all,10,30953.0,27.03,35.0,506.0,19.41,24.0,62.31,47.0,272.52,247.0,10.6,0.0,144.01,132.0,104.19,126.0,25.37,260.0,85.0,21.0,8.55,10.39,8.09,14.0,15.0,6.0,140.0,0.0,0.0
8475852,2025,Petr Mrazek,ANA,G,5on5,10,24880.0,17.65,24.0,403.0,14.12,20.0,51.15,35.0,211.28,191.0,8.88,0.0,112.05,114.0,81.96,90.0,16.59,210.0,62.0,12.0,6.83,7.46,3.36,11.0,10.0,3.0,119.0,0.0,0.0
8475852,2025,Petr Mrazek,ANA,G,4on5,10,2858.0,8.05,9.0,82.0,4.46,3.0,9.17,10.0,47.52,42.0,0.29,0.0,26.25,16.0,14.51,25.0,7.5,37.0,19.0,8.0,1.22,2.34,4.5,2.0,4.0,3.0,18.0,0.0,0.0
8475852,2025,Petr Mrazek,ANA,G,5on4,10,2822.0,0.56,0.0,9.0,0.29,1.0,0.83,1.0,6.92,7.0,1.24,0.0,1.99,0.0,5.11,7.0,0.52,7.0,1.0,1.0,0.15,0.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0
8477970,2025,Vitek Vanecek,UTA,G,other,22,1521.0,3.18,4.0,36.0,1.62,4.0,4.53,2.0,20.94,24.0,0.39,0.0,12.33,14.0,5.56,4.0,2.9,16.0,7.0,5.0,0.65,0.86,1.67,1.0,2.0,1.0,8.0,0.0,0.0
8477970,2025,Vitek Vanecek,UTA,G,all,22,72375.0,57.02,59.0,1028.0,39.95,74.0,133.17,80.0,558.74,506.0,19.45,0.0,295.73,289.0,210.29,253.0,54.15,530.0,160.0,65.0,16.34,19.89,20.78,23.0,24.0,12.0,273.0,0.0,0.0
8477970,2025,Vitek Vanecek,UTA,G,5on5,22,58870.0,39.11,45.0,812.0,28.6,56.0,106.02,62.0,428.64,386.0,16.29,0.0,226.58,224.0,166.23,194.0,37.84,425.0,115.0,41.0,12.83,14.28,12.0,20.0,18.0,7.0,231.0,0.0,0.0
8477970,2025,Vitek Vanecek,UTA,G,4on5,22,6140.0,12.27,8.0,149.0,8.62,12.0,19.59,15.0,89.83,80.0,0.41,0.0,50.6,47.0,26.93,39.0,11.05,75.0,32.0,14.0,2.38,3.94,5.95,1.0,3.0,4.0,28.0,0.0,0.0
8477970,2025,Vitek Vanecek,UTA,G,5on4,22,5844.0,2.31,1.0,29.0,1.0,2.0,2.75,1.0,18.03,14.0,2.35,0.0,5.18,3.0,11.19,16.0,2.22,13.0,5.0,5.0,0.42,0.73,1.16,0.0,1.0,0.0,6.0,0.0,0.0
8476883,2025,Andrei Vasilevskiy,TBL,G,other,58,5901.0,14.07,8.0,167.0,6.82,14.0,19.09,13.0,90.2,83.0,2.25,0.0,48.65,46.0,28.08,39.0,11.86,69.0,32.0,19.0,2.61,3.77,7.68,5.0,1.0,2.0,47.0,0.0,0.0
8476883,2025,Andrei Vasilevskiy,TBL,G,all,58,205845.0,156.74,132.0,2997.0,112.34,187.0,398.42,293.0,1643.09,1485.0,58.31,2.0,869.34,775.0,634.17,836.0,147.55,1638.0,429.0,160.0,50.5,52.56,53.68,56.0,41.0,35.0,770.0,11.0,3.0
8476883,2025,Andrei Vasilevskiy,TBL,G,5on5,58,166270.0,104.89,99.0,2316.0,81.03,136.0,317.03,237.0,1252.99,1122.0,46.7,2.0,665.18,589.0,498.42,646.0,100.74,1306.0,311.0,92.0,40.31,38.13,26.46,48.0,33.0,18.0,607.0,4.0,1.0
8476883,2025,Andrei Vasilevskiy,TBL,G,4on5,58,16624.0,30.93,21.0,424.0,21.54,29.0,53.15,40.0,242.02,219.0,0.99,0.0,136.25,125.0,71.75,106.0,28.6,211.0,73.0,38.0,5.61,8.99,16.33,2.0,5.0,14.0,102.0,0.0,0.0
8476883,2025,Andrei Vasilevskiy,TBL,G,5on4,58,17050.0,3.92,2.0,66.0,1.9,2.0,6.21,2.0,43.12,46.0,8.12,0.0,13.3,12.0,30.38,38.0,3.79,44.0,7.0,6.0,1.57,0.74,1.61,1.0,0.0,1.0,9.0,7.0,2.0
8477992,2025,Jonas Johansson,TBL,G,other,25,3203.0,5.72,6.0,89.0,3.71,2.0,9.0,7.0,47.16,43.0,0.9,0.0,26.45,27.0,16.56,21.0,5.03,41.0,16.0,6.0,1.88,2.09,1.76,2.0,2.0,2.0,26.0,0.0,0.0
8477992,2025,Jonas Johansson,TBL,G,all,25,85411.0,67.57,78.0,1306.0,50.15,76.0,182.41,150.0,737.78,670.0,25.04,1.0,394.03,339.0,279.81,356.0,63.45,740.0,194.0,65.0,22.46,23.33,21.79,31.0,31.0,16.0,307.0,0.0,0.0
8477992,2025,Jonas Johansson,TBL,G,5on5,25,69030.0,44.3,50.0,1017.0,35.63,59.0,147.22,125.0,564.38,516.0,19.96,1.0,300.65,253.0,221.07,281.0,42.69,595.0,137.0,36.0,17.38,16.38,10.54,26.0,21.0,3.0,249.0,0.0,0.0
8477992,2025,Jonas Johansson,TBL,G,4on5,25,6858.0,16.08,19.0,178.0,10.01,15.0,23.82,16.0,111.35,94.0,0.52,0.0,62.07,56.0,32.19,42.0,14.27,90.0,37.0,21.0,2.71,4.42,8.96,2.0,6.0,11.0,30.0,0.0,0.0
8477992,2025,Jonas Johansson,TBL,G,5on4,25,6320.0,1.35,2.0,21.0,0.77,0.0,2.25,2.0,14.09,16.0,3.66,0.0,4.53,3.0,9.63,12.0,1.35,14.0,3.0,2.0,0.49,0.33,0.53,1.0,1.0,0.0,2.0,0.0,0.0
8482447,2025,Leevi Merilinen,OTT,G,other,20,2016.0,3.34,2.0,42.0,2.27,8.0,5.67,5.0,26.11,20.0,0.84,0.0,16.06,13.0,6.61,7.0,2.58,21.0,10.0,4.0,0.85,1.26,1.23,1.0,1.0,0.0,7.0,0.0,0.0
8482447,2025,Leevi Merilinen,OTT,G,all,20,65669.0,46.7,64.0,931.0,34.83,64.0,117.15,94.0,490.6,457.0,19.92,1.0,261.87,235.0,189.05,209.0,44.23,489.0,126.0,51.0,14.03,15.7,16.98,23.0,23.0,18.0,265.0,0.0,0.0
8482447,2025,Leevi Merilinen,OTT,G,5on5,20,52608.0,32.95,46.0,745.0,26.2,52.0,95.97,74.0,385.26,351.0,15.28,0.0,202.7,183.0,152.31,168.0,31.57,390.0,101.0,32.0,10.96,12.48,9.52,20.0,17.0,9.0,222.0,0.0,0.0
8482447,2025,Leevi Merilinen,OTT,G,4on5,20,5075.0,9.36,14.0,124.0,5.69,4.0,13.43,14.0,65.85,71.0,0.48,0.0,38.68,35.0,20.8,23.0,9.03,63.0,13.0,14.0,1.67,1.67,6.01,1.0,4.0,9.0,34.0,0.0,0.0
8482447,2025,Leevi Merilinen,OTT,G,5on4,20,5970.0,1.05,2.0,20.0,0.68,0.0,2.08,1.0,13.38,15.0,3.31,1.0,4.43,4.0,9.33,11.0,1.04,15.0,2.0,1.0,0.54,0.29,0.22,1.0,1.0,0.0,2.0,0.0,0.0
8477405,2025,Marcus Hogberg,NYI,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477405,2025,Marcus Hogberg,NYI,G,all,1,809.0,0.37,2.0,13.0,0.44,0.0,1.64,2.0,6.16,7.0,0.11,0.0,3.22,2.0,2.12,2.0,0.37,7.0,1.0,0.0,0.23,0.14,0.0,1.0,1.0,0.0,5.0,0.0,0.0
8477405,2025,Marcus Hogberg,NYI,G,5on5,1,622.0,0.34,2.0,7.0,0.22,0.0,0.88,1.0,3.78,4.0,0.07,0.0,1.98,1.0,1.46,1.0,0.34,4.0,1.0,0.0,0.2,0.14,0.0,1.0,1.0,0.0,2.0,0.0,0.0
8477405,2025,Marcus Hogberg,NYI,G,4on5,1,120.0,0.03,0.0,6.0,0.21,0.0,0.76,1.0,2.38,3.0,0.0,0.0,1.24,1.0,0.66,1.0,0.03,3.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8477405,2025,Marcus Hogberg,NYI,G,5on4,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483703,2025,Sergei Murashov,PIT,G,other,5,229.0,0.35,2.0,8.0,0.34,0.0,1.09,0.0,5.55,6.0,0.18,0.0,3.39,1.0,2.65,5.0,0.35,7.0,1.0,0.0,0.24,0.11,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8483703,2025,Sergei Murashov,PIT,G,all,5,16877.0,8.48,12.0,266.0,10.29,9.0,33.81,31.0,137.84,116.0,4.58,0.0,79.97,67.0,56.75,75.0,8.29,170.0,15.0,9.0,4.15,1.83,2.5,7.0,3.0,2.0,72.0,0.0,0.0
8483703,2025,Sergei Murashov,PIT,G,5on5,5,13895.0,6.76,8.0,205.0,6.64,6.0,25.92,24.0,100.18,84.0,3.67,0.0,56.34,49.0,42.88,55.0,6.65,122.0,14.0,6.0,3.46,1.72,1.58,5.0,3.0,0.0,63.0,0.0,0.0
8483703,2025,Sergei Murashov,PIT,G,4on5,5,1701.0,1.14,2.0,51.0,3.22,3.0,6.57,7.0,30.5,25.0,0.16,0.0,19.79,16.0,10.25,14.0,1.06,40.0,0.0,2.0,0.44,0.0,0.7,0.0,0.0,2.0,9.0,0.0,0.0
8483703,2025,Sergei Murashov,PIT,G,5on4,5,1052.0,0.23,0.0,2.0,0.09,0.0,0.23,0.0,1.61,1.0,0.58,0.0,0.44,1.0,0.96,1.0,0.23,1.0,0.0,1.0,0.01,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
8483548,2025,Brandon Bussi,CAR,G,other,39,5195.0,9.29,9.0,126.0,5.43,8.0,14.42,7.0,67.85,60.0,1.99,0.0,39.66,46.0,19.74,21.0,8.74,52.0,26.0,13.0,2.08,3.15,4.06,2.0,5.0,2.0,35.0,0.0,0.0
