team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TOR,2025,TOR,TOR,Team Level,other,82,0.47,0.43,0.47,10885.0,160.9,41.04,10.84,28.72,5.32,74.7,53.39,37.44,41.04,37.44,136.0,78.0,50.0,264.0,38.0,23.0,1.0,18.0,1.0,57.0,77.0,98.0,176.0,5.0,10.0,138.0,27.0,17.0,40.0,98.0,53.0,63.0,4.34,6.33,30.37,7.0,8.0,23.0,264.0,214.0,214.0,9.0,3.2,8.11,8.11,36.14,36.14,34.3,179.67,47.16,12.01,30.46,5.78,85.94,61.65,43.97,47.16,43.97,162.0,81.0,103.0,346.0,40.0,9.0,2.0,20.0,0.0,91.0,83.0,122.0,203.0,4.0,6.0,93.0,25.0,23.0,27.0,111.0,69.0,63.0,5.18,8.77,33.21,5.0,8.0,27.0,346.0,243.0,243.0,14.0,3.55,3.35,3.35,47.36,47.36,44.49
TOR,2025,TOR,TOR,Team Level,all,82,0.46,0.45,0.45,299816.0,2431.46,238.41,166.62,584.09,80.85,1275.38,928.63,227.37,237.94,226.95,2160.0,1114.0,1082.0,4356.0,252.0,262.0,32.0,462.0,5.0,1060.0,1233.0,1908.0,3022.0,282.0,632.0,2497.0,1870.0,378.0,1332.0,2373.0,655.0,246.0,70.73,80.24,87.44,92.0,89.0,71.0,4321.3,3274.0,3254.88,629.0,37.29,50.97,50.97,224.72,224.4,218.96,2944.37,285.49,204.19,708.75,98.38,1589.0,1139.19,272.29,287.48,274.15,2663.0,1362.0,1380.0,5405.0,295.0,292.0,30.0,554.0,5.0,1453.0,1426.0,2368.0,3730.0,252.0,574.0,2112.0,1496.0,386.0,1280.0,3028.0,705.0,292.0,91.26,87.12,107.12,122.0,97.0,76.0,5473.97,4025.0,4066.94,601.0,45.68,60.78,62.09,269.09,270.67,262.3
TOR,2025,TOR,TOR,Team Level,5on5,82,0.46,0.45,0.45,247167.0,1909.38,154.02,124.34,479.27,63.33,1011.87,750.17,148.62,153.55,148.19,1665.0,918.0,888.0,3471.0,171.0,191.0,25.0,383.0,4.0,850.0,984.0,1494.0,2412.0,262.0,592.0,1967.0,1776.0,309.0,1192.0,1966.0,489.0,128.0,57.65,60.73,35.64,80.0,63.0,28.0,3436.3,2583.0,2563.88,580.0,25.94,34.44,34.44,145.51,145.19,142.94,2296.44,183.65,150.65,578.49,76.57,1243.82,914.82,177.36,185.62,179.22,2063.0,1085.0,1129.0,4277.0,207.0,219.0,21.0,462.0,4.0,1123.0,1133.0,1856.0,2941.0,236.0,543.0,1658.0,1434.0,316.0,1153.0,2469.0,513.0,166.0,73.2,63.83,46.61,107.0,76.0,24.0,4345.97,3148.0,3189.94,552.0,31.33,43.4,44.02,170.95,172.54,169.41
TOR,2025,TOR,TOR,Team Level,4on5,82,0.1,0.11,0.12,22402.0,58.3,5.49,2.96,8.66,1.94,18.67,39.28,5.39,5.49,5.39,66.0,11.0,6.0,83.0,6.0,2.0,0.0,4.0,0.0,15.0,50.0,60.0,71.0,7.0,14.0,203.0,52.0,35.0,41.0,53.0,16.0,8.0,1.61,1.82,2.06,2.0,2.0,2.0,83.0,77.0,77.0,37.0,0.69,0.23,0.23,5.94,5.94,5.91,415.85,49.37,38.68,91.56,14.38,242.49,127.53,45.75,49.37,45.75,382.0,182.0,141.0,705.0,41.0,62.0,7.0,68.0,1.0,230.0,162.0,341.0,523.0,8.0,14.0,201.0,14.0,13.0,65.0,399.0,108.0,57.0,11.22,12.8,25.34,8.0,10.0,23.0,705.0,564.0,564.0,8.0,10.16,13.28,13.98,45.54,45.54,43.19
TOR,2025,TOR,TOR,Team Level,5on4,82,0.88,0.87,0.85,19362.0,302.88,37.86,28.48,67.47,10.26,170.14,85.79,35.91,37.86,35.91,293.0,107.0,138.0,538.0,37.0,46.0,6.0,57.0,0.0,138.0,122.0,256.0,363.0,8.0,16.0,189.0,15.0,17.0,59.0,256.0,97.0,47.0,7.13,11.36,19.38,3.0,16.0,18.0,538.0,400.0,400.0,3.0,7.46,8.19,8.19,37.14,37.14,35.81,52.41,5.33,2.86,8.23,1.65,16.75,35.18,5.21,5.33,5.21,56.0,14.0,7.0,77.0,7.0,2.0,0.0,4.0,0.0,9.0,48.0,49.0,63.0,4.0,11.0,160.0,23.0,34.0,35.0,49.0,15.0,6.0,1.65,1.72,1.96,2.0,3.0,2.0,77.0,70.0,70.0,27.0,0.65,0.75,0.75,5.23,5.23,5.21
OTT,2025,OTT,OTT,Team Level,other,82,0.51,0.5,0.49,12128.0,164.8,39.91,12.21,30.37,5.34,81.46,52.7,37.22,39.91,37.22,141.0,81.0,73.0,295.0,30.0,10.0,1.0,27.0,1.0,79.0,75.0,111.0,192.0,13.0,24.0,176.0,48.0,24.0,31.0,111.0,62.0,49.0,4.43,8.11,27.37,4.0,5.0,21.0,295.0,222.0,222.0,12.0,3.49,2.82,2.82,40.59,40.59,38.09,166.96,38.89,12.33,30.15,5.86,88.14,53.63,35.11,38.89,35.11,143.0,86.0,68.0,297.0,29.0,18.0,3.0,33.0,1.0,97.0,51.0,114.0,200.0,3.0,6.0,125.0,27.0,14.0,38.0,116.0,57.0,56.0,4.45,7.32,27.13,6.0,9.0,14.0,297.0,229.0,229.0,12.0,3.73,4.9,3.55,39.07,39.07,35.4
OTT,2025,OTT,OTT,Team Level,all,82,0.55,0.53,0.54,298017.0,2670.83,271.89,190.41,639.49,87.75,1420.16,1004.3,258.27,273.9,260.18,2372.0,1242.0,1262.0,4876.0,275.0,278.0,33.0,462.0,8.0,1283.0,1308.0,2097.0,3339.0,301.0,670.0,2513.0,1953.0,413.0,1156.0,2613.0,702.0,299.0,77.48,87.5,106.9,104.0,88.0,83.0,4920.91,3614.0,3645.37,565.0,42.83,60.67,61.03,253.7,255.25,248.1,2252.56,221.02,156.25,540.07,75.66,1213.05,874.94,209.1,220.35,208.49,2001.0,1080.0,1196.0,4277.0,245.0,242.0,32.0,438.0,4.0,1124.0,1028.0,1756.0,2836.0,324.0,730.0,2097.0,1902.0,358.0,1283.0,2276.0,580.0,225.0,66.97,71.47,82.59,84.0,103.0,58.0,4250.55,3081.0,3062.29,661.0,35.15,51.3,51.3,204.87,204.4,197.27
OTT,2025,OTT,OTT,Team Level,5on5,82,0.56,0.53,0.54,238518.0,2052.61,176.55,136.9,513.6,67.56,1089.19,798.19,170.05,178.56,171.96,1799.0,983.0,1017.0,3799.0,179.0,213.0,22.0,363.0,3.0,1015.0,1009.0,1620.0,2603.0,267.0,604.0,1852.0,1843.0,337.0,994.0,2089.0,519.0,174.0,61.42,65.22,49.9,87.0,64.0,28.0,3843.91,2782.0,2813.37,506.0,28.56,45.05,45.93,159.18,160.73,157.74,1749.75,140.72,114.85,443.34,59.05,942.96,698.09,134.88,140.05,134.28,1528.0,871.0,989.0,3388.0,163.0,191.0,23.0,342.0,2.0,879.0,822.0,1365.0,2236.0,290.0,664.0,1624.0,1798.0,279.0,1108.0,1863.0,412.0,124.0,53.76,50.66,36.3,72.0,67.0,24.0,3361.55,2399.0,2380.29,590.0,23.86,37.95,38.25,126.32,125.86,123.61
OTT,2025,OTT,OTT,Team Level,4on5,82,0.15,0.13,0.15,22057.0,49.37,6.7,3.22,7.17,1.77,16.31,31.82,6.48,6.7,6.48,59.0,8.0,8.0,75.0,6.0,4.0,1.0,2.0,0.0,11.0,44.0,53.0,61.0,10.0,20.0,228.0,39.0,42.0,44.0,33.0,23.0,11.0,0.92,2.91,2.88,2.0,2.0,2.0,75.0,67.0,67.0,38.0,0.74,1.09,1.09,6.35,6.35,6.32,286.34,37.33,26.44,59.47,9.19,165.62,87.95,35.03,37.33,35.03,279.0,107.0,125.0,511.0,48.0,32.0,6.0,61.0,1.0,135.0,109.0,231.0,338.0,20.0,38.0,178.0,18.0,24.0,80.0,246.0,96.0,44.0,6.96,11.42,18.94,5.0,23.0,20.0,511.0,386.0,386.0,7.0,6.97,8.38,9.43,34.87,34.87,33.67
OTT,2025,OTT,OTT,Team Level,5on4,82,0.92,0.9,0.89,25314.0,404.05,48.73,38.07,88.34,13.07,233.2,121.59,44.52,48.73,44.52,373.0,170.0,164.0,707.0,60.0,51.0,9.0,70.0,4.0,178.0,180.0,313.0,483.0,11.0,22.0,257.0,23.0,10.0,87.0,380.0,98.0,65.0,10.72,11.25,26.76,11.0,17.0,32.0,707.0,543.0,543.0,9.0,10.04,11.71,11.18,47.59,47.59,45.95,49.51,4.09,2.63,7.11,1.56,16.34,35.28,4.07,4.09,4.07,51.0,16.0,14.0,81.0,5.0,1.0,0.0,2.0,0.0,13.0,46.0,46.0,62.0,11.0,22.0,170.0,59.0,41.0,57.0,51.0,15.0,1.0,1.8,2.07,0.22,1.0,4.0,0.0,81.0,67.0,67.0,52.0,0.6,0.07,0.07,4.61,4.61,4.59
BOS,2025,BOS,BOS,Team Level,other,82,0.45,0.41,0.41,11609.0,148.41,35.59,9.68,27.32,5.45,71.62,52.34,34.16,35.59,34.16,129.0,73.0,70.0,272.0,35.0,13.0,3.0,15.0,1.0,72.0,66.0,94.0,167.0,12.0,27.0,150.0,46.0,23.0,41.0,97.0,53.0,52.0,3.66,6.66,25.27,5.0,8.0,22.0,272.0,202.0,202.0,15.0,2.78,3.53,3.53,34.84,34.84,33.64,217.99,44.0,16.49,41.61,7.8,115.84,63.33,39.9,44.0,39.9,199.0,91.0,98.0,388.0,36.0,25.0,6.0,30.0,0.0,119.0,80.0,163.0,254.0,8.0,19.0,154.0,24.0,19.0,47.0,142.0,91.0,57.0,5.94,11.36,26.7,5.0,9.0,22.0,388.0,290.0,290.0,19.0,4.89,9.5,9.5,39.33,39.33,36.41
BOS,2025,BOS,BOS,Team Level,all,82,0.47,0.48,0.48,299531.0,2554.13,247.57,172.74,622.77,87.92,1353.22,992.78,234.84,248.45,235.72,2216.0,1261.0,1282.0,4759.0,268.0,283.0,32.0,468.0,8.0,1206.0,1244.0,1948.0,3209.0,351.0,814.0,2530.0,1861.0,376.0,1344.0,2595.0,615.0,267.0,75.51,76.18,95.88,112.0,81.0,75.0,4785.15,3477.0,3492.12,639.0,38.82,55.69,56.39,230.0,231.01,223.71,2739.11,277.57,194.4,664.31,94.18,1443.32,1030.28,262.76,277.32,262.6,2436.0,1269.0,1352.0,5057.0,247.0,330.0,30.0,568.0,5.0,1288.0,1267.0,2189.0,3458.0,318.0,737.0,2240.0,1811.0,395.0,1268.0,2625.0,774.0,306.0,77.94,97.06,102.58,87.0,93.0,67.0,5039.3,3705.0,3697.12,535.0,44.11,68.01,68.01,253.59,253.53,245.66
BOS,2025,BOS,BOS,Team Level,5on5,82,0.47,0.49,0.49,240683.0,1984.85,159.91,127.03,506.98,67.99,1049.55,790.55,152.96,160.78,153.85,1719.0,983.0,1049.0,3751.0,182.0,223.0,21.0,403.0,6.0,931.0,957.0,1537.0,2520.0,302.0,700.0,1928.0,1754.0,286.0,1186.0,2098.0,456.0,148.0,61.48,56.45,41.98,95.0,62.0,25.0,3777.15,2702.0,2717.12,579.0,26.44,41.74,42.17,144.17,145.19,142.4,2053.92,178.25,137.2,526.13,70.6,1083.5,799.32,170.82,178.01,170.64,1789.0,1006.0,1120.0,3915.0,149.0,246.0,15.0,451.0,5.0,966.0,978.0,1640.0,2646.0,284.0,660.0,1701.0,1716.0,323.0,1082.0,2064.0,552.0,179.0,60.26,69.45,48.55,69.0,65.0,15.0,3897.3,2795.0,2787.12,478.0,28.67,47.58,47.58,159.35,159.28,156.34
BOS,2025,BOS,BOS,Team Level,4on5,82,0.1,0.12,0.13,25724.0,56.84,5.15,3.04,8.87,2.0,19.51,39.42,5.05,5.15,5.05,64.0,14.0,12.0,90.0,2.0,3.0,0.0,3.0,0.0,14.0,56.0,62.0,76.0,22.0,54.0,226.0,44.0,47.0,46.0,58.0,12.0,8.0,1.52,1.76,1.86,0.0,1.0,1.0,90.0,78.0,78.0,40.0,0.7,0.69,0.69,5.15,5.15,5.14,394.4,47.82,36.71,85.14,13.18,219.9,118.24,44.79,47.82,44.79,368.0,153.0,126.0,647.0,53.0,53.0,7.0,81.0,0.0,183.0,151.0,315.0,468.0,14.0,31.0,225.0,14.0,17.0,98.0,355.0,107.0,59.0,10.02,13.25,24.54,13.0,14.0,26.0,647.0,521.0,521.0,6.0,9.63,9.9,9.9,47.55,47.55,45.59
BOS,2025,BOS,BOS,Team Level,5on4,82,0.86,0.86,0.83,21515.0,364.03,46.93,32.98,79.59,12.48,212.55,110.47,42.67,46.93,42.67,304.0,191.0,151.0,646.0,49.0,44.0,8.0,47.0,1.0,189.0,165.0,255.0,446.0,15.0,33.0,226.0,17.0,20.0,71.0,342.0,94.0,59.0,8.85,11.31,26.77,12.0,10.0,27.0,646.0,495.0,495.0,5.0,8.9,9.73,10.0,45.84,45.84,42.54,72.8,7.49,4.0,11.43,2.6,24.08,49.39,7.25,7.49,7.25,80.0,19.0,8.0,107.0,9.0,6.0,2.0,6.0,0.0,20.0,58.0,71.0,90.0,12.0,27.0,160.0,57.0,36.0,41.0,64.0,24.0,11.0,1.71,3.0,2.78,0.0,5.0,4.0,107.0,99.0,99.0,32.0,0.92,1.04,1.04,7.37,7.37,7.32
EDM,2025,EDM,EDM,Team Level,other,82,0.53,0.53,0.53,9274.0,153.72,34.42,11.62,27.53,5.33,81.97,48.14,32.75,34.42,32.75,146.0,63.0,69.0,278.0,39.0,12.0,3.0,22.0,0.0,79.0,57.0,107.0,170.0,6.0,15.0,126.0,18.0,15.0,35.0,98.0,58.0,53.0,4.12,6.86,23.45,8.0,6.0,25.0,278.0,209.0,209.0,17.0,3.43,3.51,3.54,34.31,34.31,32.97,136.03,30.45,9.71,24.58,4.57,74.55,43.15,27.09,30.45,27.09,123.0,64.0,64.0,251.0,25.0,12.0,1.0,21.0,0.0,85.0,44.0,98.0,162.0,7.0,17.0,103.0,18.0,20.0,33.0,98.0,51.0,38.0,3.63,6.25,20.56,4.0,8.0,13.0,251.0,187.0,187.0,11.0,2.91,4.38,4.38,28.98,28.98,26.74
EDM,2025,EDM,EDM,Team Level,all,82,0.52,0.5,0.51,298229.0,2669.74,274.56,189.52,621.46,88.47,1400.77,1027.21,262.88,275.8,264.08,2441.0,1161.0,1203.0,4805.0,282.0,284.0,31.0,499.0,4.0,1214.0,1319.0,2159.0,3320.0,267.0,606.0,2295.0,1545.0,345.0,1283.0,2555.0,746.0,301.0,80.12,91.51,102.93,104.0,89.0,89.0,4839.92,3602.0,3619.13,584.0,42.36,59.15,59.38,257.54,258.83,252.73,2508.68,257.25,175.44,590.32,84.47,1350.07,969.45,243.34,257.8,243.97,2190.0,1237.0,1300.0,4727.0,265.0,272.0,45.0,437.0,4.0,1208.0,1241.0,1925.0,3162.0,273.0,615.0,2068.0,1531.0,413.0,1321.0,2499.0,645.0,283.0,77.76,79.52,99.97,101.0,87.0,77.0,4728.08,3427.0,3434.08,580.0,39.16,59.26,59.26,237.15,238.12,230.77
EDM,2025,EDM,EDM,Team Level,5on5,82,0.52,0.5,0.51,248729.0,2093.63,182.23,140.94,512.23,69.45,1103.8,829.36,175.02,183.47,176.23,1901.0,937.0,1000.0,3838.0,175.0,212.0,19.0,427.0,4.0,954.0,1066.0,1726.0,2663.0,242.0,550.0,1809.0,1495.0,296.0,1142.0,2110.0,548.0,180.0,65.47,67.89,48.88,84.0,66.0,25.0,3872.92,2838.0,2855.13,529.0,29.41,42.77,43.06,168.58,169.88,166.98,1980.18,170.41,132.67,487.62,67.07,1068.76,792.49,164.39,170.95,165.03,1705.0,1014.0,1076.0,3795.0,188.0,209.0,33.0,361.0,3.0,941.0,1017.0,1517.0,2531.0,240.0,540.0,1642.0,1470.0,344.0,1175.0,2075.0,474.0,170.0,64.78,59.19,46.44,89.0,66.0,33.0,3796.08,2719.0,2726.09,537.0,27.59,41.31,41.31,156.68,157.65,155.36
EDM,2025,EDM,EDM,Team Level,4on5,82,0.1,0.14,0.17,20613.0,67.72,5.94,3.23,9.5,2.02,21.3,48.02,5.87,5.94,5.87,69.0,21.0,10.0,100.0,5.0,2.0,0.0,3.0,0.0,12.0,68.0,64.0,85.0,8.0,19.0,166.0,20.0,23.0,43.0,67.0,19.0,4.0,2.39,2.4,1.15,3.0,1.0,1.0,100.0,90.0,90.0,34.0,0.73,0.54,0.54,6.13,6.13,6.1,341.62,50.92,30.47,71.14,11.39,191.4,99.67,46.46,50.92,46.46,306.0,149.0,150.0,605.0,46.0,48.0,11.0,49.0,1.0,169.0,142.0,260.0,409.0,16.0,38.0,172.0,13.0,16.0,81.0,284.0,102.0,69.0,7.85,11.72,31.35,7.0,11.0,28.0,605.0,455.0,455.0,4.0,8.06,12.97,12.97,46.01,46.01,43.23
EDM,2025,EDM,EDM,Team Level,5on4,82,0.9,0.89,0.88,19613.0,354.67,51.97,33.73,72.2,11.67,193.71,101.7,49.23,51.97,49.23,325.0,140.0,124.0,589.0,63.0,58.0,9.0,47.0,0.0,169.0,128.0,262.0,402.0,11.0,22.0,194.0,12.0,11.0,63.0,280.0,121.0,64.0,8.15,14.37,29.45,9.0,16.0,38.0,589.0,465.0,465.0,4.0,8.8,12.35,12.25,48.52,48.52,46.67,50.84,5.47,2.6,6.98,1.44,15.36,34.15,5.38,5.47,5.38,56.0,10.0,10.0,76.0,6.0,3.0,0.0,6.0,0.0,13.0,38.0,50.0,60.0,10.0,20.0,151.0,30.0,33.0,32.0,42.0,18.0,6.0,1.5,2.36,1.62,1.0,2.0,3.0,76.0,66.0,66.0,28.0,0.59,0.59,0.59,5.47,5.47,5.43
TBL,2025,TBL,TBL,Team Level,other,82,0.6,0.52,0.53,12751.0,192.38,56.49,13.86,31.48,6.63,99.96,53.59,49.96,56.49,49.96,176.0,86.0,80.0,342.0,40.0,29.0,0.0,23.0,0.0,102.0,68.0,136.0,222.0,10.0,25.0,135.0,32.0,20.0,50.0,98.0,87.0,77.0,4.37,10.79,41.33,5.0,9.0,26.0,342.0,262.0,262.0,23.0,4.02,9.22,8.92,51.59,51.59,47.82,169.95,37.73,12.27,31.98,6.04,87.82,57.16,33.9,37.73,33.9,157.0,76.0,86.0,319.0,32.0,22.0,1.0,21.0,0.0,84.0,74.0,125.0,201.0,8.0,19.0,160.0,45.0,27.0,52.0,120.0,55.0,58.0,4.91,6.9,25.92,7.0,6.0,19.0,319.0,233.0,233.0,11.0,3.47,5.44,5.44,35.77,35.77,32.78
TBL,2025,TBL,TBL,Team Level,all,82,0.54,0.53,0.52,298258.0,2622.69,284.4,182.46,617.9,87.59,1396.53,1002.11,266.25,286.02,267.75,2307.0,1264.0,1318.0,4889.0,286.0,309.0,32.0,477.0,3.0,1324.0,1172.0,2021.0,3285.0,393.0,959.0,2151.0,1642.0,336.0,1230.0,2492.0,777.0,302.0,76.88,95.13,112.39,95.0,111.0,80.0,4931.9,3571.0,3590.97,526.0,40.99,65.34,65.34,260.06,261.53,251.43,2422.66,241.48,164.83,587.33,82.44,1283.12,930.79,227.54,241.87,227.9,2191.0,1099.0,1097.0,4387.0,229.0,264.0,24.0,447.0,4.0,1135.0,1211.0,1962.0,3061.0,386.0,917.0,2388.0,1826.0,412.0,1208.0,2407.0,627.0,256.0,73.67,76.42,91.4,90.0,72.0,67.0,4372.92,3290.0,3291.91,571.0,37.13,52.71,52.71,225.9,226.37,218.5
TBL,2025,TBL,TBL,Team Level,5on5,82,0.54,0.53,0.52,238268.0,2024.05,177.01,134.03,505.85,67.61,1074.63,801.87,168.55,178.62,170.04,1757.0,1004.0,1085.0,3846.0,195.0,240.0,26.0,385.0,3.0,1024.0,914.0,1562.0,2566.0,350.0,852.0,1656.0,1546.0,266.0,1030.0,2042.0,548.0,171.0,62.24,67.31,47.44,80.0,89.0,26.0,3888.9,2761.0,2780.97,450.0,27.99,47.65,47.65,157.35,158.82,154.82,1837.55,150.78,117.92,469.05,62.26,976.87,728.12,144.95,151.17,145.31,1655.0,850.0,865.0,3370.0,152.0,196.0,17.0,366.0,2.0,853.0,936.0,1503.0,2353.0,339.0,806.0,1785.0,1720.0,331.0,1036.0,1923.0,452.0,130.0,58.29,55.04,37.46,77.0,54.0,21.0,3355.92,2505.0,2506.91,527.0,24.53,37.82,37.82,137.49,137.96,135.48
TBL,2025,TBL,TBL,Team Level,4on5,82,0.08,0.12,0.13,23687.0,52.53,4.38,2.36,7.65,1.51,16.08,38.02,4.32,4.38,4.32,59.0,11.0,16.0,86.0,5.0,2.0,0.0,5.0,0.0,15.0,43.0,54.0,65.0,10.0,22.0,155.0,42.0,41.0,64.0,51.0,17.0,2.0,1.78,2.13,0.47,2.0,2.0,1.0,86.0,70.0,70.0,48.0,0.53,0.18,0.33,4.57,4.57,4.55,357.23,47.67,31.94,77.72,12.35,200.38,104.93,43.52,47.67,43.52,316.0,159.0,135.0,610.0,41.0,44.0,6.0,56.0,1.0,183.0,150.0,275.0,434.0,21.0,42.0,251.0,23.0,21.0,84.0,305.0,110.0,60.0,8.39,13.41,25.88,4.0,11.0,26.0,610.0,475.0,475.0,4.0,8.5,8.85,8.85,47.32,47.32,44.96
TBL,2025,TBL,TBL,Team Level,5on4,82,0.9,0.87,0.86,23552.0,353.73,46.53,32.23,72.94,11.83,205.87,108.61,43.42,46.53,43.42,315.0,163.0,137.0,615.0,46.0,38.0,6.0,64.0,0.0,183.0,147.0,269.0,432.0,23.0,60.0,205.0,22.0,9.0,86.0,301.0,125.0,52.0,8.5,14.89,23.14,8.0,11.0,27.0,615.0,478.0,478.0,5.0,8.45,8.29,8.44,46.55,46.55,44.24,57.94,5.3,2.69,8.57,1.79,18.06,40.59,5.17,5.3,5.17,63.0,14.0,11.0,88.0,4.0,2.0,0.0,4.0,1.0,15.0,51.0,59.0,73.0,18.0,50.0,192.0,38.0,33.0,36.0,59.0,10.0,8.0,2.09,1.07,2.14,2.0,1.0,1.0,88.0,77.0,77.0,29.0,0.63,0.6,0.6,5.32,5.32,5.29
UTA,2025,UTA,UTA,Team Level,other,82,0.47,0.49,0.5,10166.0,130.81,32.53,8.54,21.5,4.46,71.54,42.42,30.16,32.53,30.16,121.0,60.0,56.0,237.0,35.0,10.0,1.0,20.0,0.0,76.0,40.0,86.0,146.0,3.0,6.0,127.0,21.0,7.0,38.0,84.0,50.0,47.0,3.86,5.82,22.86,5.0,10.0,20.0,237.0,181.0,181.0,18.0,2.34,2.24,2.24,32.64,32.64,30.36,133.34,37.05,9.79,24.58,4.85,70.03,37.7,34.17,37.05,34.17,123.0,61.0,60.0,244.0,29.0,18.0,4.0,22.0,0.0,74.0,41.0,94.0,155.0,2.0,4.0,114.0,20.0,17.0,29.0,89.0,47.0,48.0,3.32,5.82,27.9,3.0,7.0,19.0,244.0,184.0,184.0,14.0,2.91,5.21,5.21,34.74,34.74,32.91
UTA,2025,UTA,UTA,Team Level,all,82,0.51,0.52,0.52,296827.0,2605.48,261.53,176.93,618.79,88.16,1400.44,1006.16,248.26,262.51,249.22,2273.0,1279.0,1360.0,4912.0,268.0,253.0,27.0,465.0,4.0,1343.0,1219.0,2005.0,3284.0,296.0,658.0,2323.0,1580.0,353.0,1349.0,2575.0,706.0,271.0,79.67,86.96,94.9,97.0,93.0,78.0,4945.12,3552.0,3570.84,606.0,39.12,53.89,54.76,245.89,247.18,239.31,2436.73,254.05,168.33,584.76,82.43,1279.95,933.49,241.26,254.22,241.45,2145.0,1158.0,1226.0,4529.0,240.0,290.0,41.0,463.0,1.0,1209.0,1100.0,1905.0,3063.0,280.0,627.0,2394.0,1751.0,386.0,1260.0,2393.0,647.0,263.0,72.52,80.06,101.47,84.0,83.0,73.0,4520.29,3303.0,3301.82,571.0,37.92,62.21,62.45,229.51,229.54,222.46
UTA,2025,UTA,UTA,Team Level,5on5,82,0.52,0.53,0.53,241438.0,2081.89,176.73,136.26,518.0,70.52,1117.66,821.81,170.21,177.7,171.17,1797.0,1044.0,1164.0,4005.0,185.0,202.0,19.0,389.0,3.0,1079.0,983.0,1612.0,2656.0,263.0,589.0,1815.0,1503.0,305.0,1175.0,2153.0,527.0,161.0,66.68,65.09,44.96,86.0,71.0,28.0,4038.12,2841.0,2859.84,526.0,28.38,41.15,41.38,163.72,165.01,162.14,1865.7,160.27,120.41,470.0,63.06,978.51,740.76,153.79,160.46,153.98,1637.0,896.0,998.0,3531.0,163.0,210.0,24.0,369.0,1.0,925.0,865.0,1474.0,2370.0,255.0,574.0,1858.0,1668.0,321.0,1096.0,1899.0,485.0,149.0,58.18,60.19,41.89,69.0,67.0,27.0,3522.29,2533.0,2531.82,518.0,25.11,39.54,39.8,145.58,145.6,142.69
